gene_id,E-PG_l1r1,E-PG_l1r2,E-PG_l2r1,E-PG_l2r2,P-EG_r1,P-EG_r2,D7_l1r1,D7_l1r2,D7_l2r1,D7_l2r2,P-EN2_l1r1,P-EN2_l2r1,wholebrain_1,wholebrain_2
FBgn0267639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.29
FBgn0267641,0.0,39.98,3.05,0.0,0.28,2.07,0.0,12.92,52.87,0.46,0.73,9.9,9.27,7.81
FBgn0267642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76
FBgn0267643,0.19,1.11,5.43,1.03,0.0,0.0,6.94,0.59,0.0,2.53,0.0,0.18,0.82,2.13
FBgn0267644,1.04,7.2,2.18,5.96,0.1,0.22,0.55,0.0,6.16,0.33,0.0,0.03,1.1,1.6
FBgn0267645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267647,0.0,0.0,0.0,0.0,2.73,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0
FBgn0267648,0.41,1.69,0.22,2.05,0.09,5.14,4.54,0.06,7.32,1.23,0.0,0.0,8.39,11.28
FBgn0267649,0.0,0.0,0.0,0.9,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.55,1.97,1.01
FBgn0267650,0.0,1.29,0.0,0.0,0.07,0.0,0.09,0.0,3.27,0.17,0.0,0.0,2.54,3.2
FBgn0267651,0.0,1.28,0.13,0.0,0.07,4.42,0.66,0.0,0.0,0.17,0.0,0.0,7.23,6.82
FBgn0267652,2.17,1.65,9.01,6.91,3.27,0.31,0.34,0.24,1.35,3.58,6.18,1.08,5.87,4.4
FBgn0267653,0.75,0.22,0.0,0.23,0.0,11.3,0.8,0.0,0.7,0.27,0.0,0.0,1.97,1.44
FBgn0267655,0.0,0.42,0.0,3.13,0.0,21.58,0.0,1.51,0.0,0.61,0.0,0.0,9.95,10.86
FBgn0267656,3.76,0.0,0.68,0.23,0.0,0.61,0.0,3.64,0.83,0.97,5.91,0.0,2.88,1.9
FBgn0267657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
FBgn0267658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.52
FBgn0267659,0.0,0.0,0.11,0.0,0.1,0.0,0.89,0.0,4.66,6.04,0.0,0.0,0.9,0.97
FBgn0267660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0
FBgn0267661,0.0,0.26,0.0,0.08,0.02,1.2,0.68,0.2,0.14,1.8,0.0,0.0,0.53,0.52
FBgn0267662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0
FBgn0267663,0.0,0.0,0.0,0.0,0.0,0.0,5.42,0.0,0.0,0.0,21.56,0.0,6.83,6.19
FBgn0267664,0.0,0.0,2.88,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.15,0.0,0.31,0.79
FBgn0267665,0.19,0.02,0.0,0.08,0.94,0.16,0.0,0.39,0.09,0.0,2.92,0.03,6.15,5.51
FBgn0267666,0.1,0.56,0.0,0.0,2.62,2.65,0.0,0.05,0.0,0.0,1.73,2.23,5.95,4.71
FBgn0267667,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.31,2.33,2.2,9.01,1.39,1.95
FBgn0267668,4.09,7.68,13.05,17.22,1.46,0.05,0.0,0.0,0.01,0.05,11.05,6.34,15.21,14.47
FBgn0267671,0.0,0.0,0.25,0.0,0.0,0.05,0.0,0.22,0.0,7.5,1.93,0.78,2.79,3.87
FBgn0267672,8.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.14,7.61,7.56
FBgn0267673,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.92,0.0,0.05,27.9,21.71,62.34,50.53
FBgn0267674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.63,6.84,9.69,7.24
FBgn0267675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
FBgn0267676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,1.78,0.98
FBgn0267678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65,0.29
FBgn0267679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0
FBgn0267680,0.0,0.0,0.0,0.0,0.0,0.03,0.24,0.0,0.19,1.28,2.25,1.57,1.81,3.29
FBgn0267681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.37
FBgn0267682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.43,0.12
FBgn0267683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0
FBgn0267684,0.0,2.54,1.65,0.18,1.98,0.18,0.18,0.62,1.05,13.51,6.35,0.0,0.7,1.93
FBgn0267685,0.0,5.6,0.13,2.28,0.12,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.7,6.71
FBgn0267686,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.77,0.85
FBgn0267687,0.0,2.33,0.0,0.0,0.03,1.17,1.66,0.09,0.0,0.0,0.0,0.0,5.95,5.38
FBgn0267688,0.0,0.0,0.0,0.0,0.81,4.22,0.0,0.0,0.0,0.0,0.0,0.0,5.09,2.68
FBgn0267689,0.0,6.39,0.0,15.3,0.0,0.0,0.0,0.0,0.1,0.07,0.0,0.0,0.09,0.13
FBgn0267690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,4.08
FBgn0267691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.11
FBgn0267692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,1.15
FBgn0267693,0.44,0.14,0.03,0.02,0.18,1.62,3.0,0.01,0.01,0.67,0.31,0.0,1.67,1.45
FBgn0267694,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.15
FBgn0267695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.63
FBgn0267696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,1.09
FBgn0267697,0.0,0.0,0.0,0.0,0.0,6.14,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.17
FBgn0267698,18.36,29.87,28.22,26.93,28.28,31.84,21.17,12.61,15.57,25.93,20.85,15.43,37.4,36.51
FBgn0267701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267702,0.0,0.24,0.5,0.23,6.98,0.17,0.04,0.04,0.19,0.24,0.0,1.12,2.27,1.71
FBgn0267703,0.0,0.6,1.95,0.0,0.38,0.0,0.62,0.53,0.33,1.15,0.0,0.0,9.33,10.05
FBgn0267704,0.07,0.34,0.94,0.17,2.09,1.92,0.21,5.17,0.54,10.95,0.51,0.44,2.44,2.17
FBgn0267705,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267706,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.07,1.72,1.19
FBgn0267707,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.28,0.24
FBgn0267708,0.41,0.0,0.0,0.08,1.39,0.0,0.0,0.0,0.0,10.51,0.08,0.64,1.82,1.0
FBgn0267709,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.76
FBgn0267710,0.0,0.0,2.27,0.0,1.46,2.81,16.71,0.0,1.02,0.0,2.0,0.0,1.74,1.37
FBgn0267711,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.58,0.4
FBgn0267712,0.0,0.12,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.08,0.0
FBgn0267713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.47,0.0
FBgn0267714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267715,0.0,9.87,0.83,26.06,0.67,0.48,0.0,0.0,1.66,0.0,0.0,8.04,1.45,0.0
FBgn0267716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267717,0.33,0.0,1.5,1.27,0.0,40.31,0.62,2.15,1.1,7.93,0.0,0.0,6.17,7.92
FBgn0267719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22
FBgn0267722,0.0,0.0,69.43,0.0,0.07,0.0,0.0,1.92,0.0,0.0,3.52,0.0,2.02,1.79
FBgn0267723,0.0,12.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,2.23,1.58
FBgn0267724,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68
FBgn0267725,1.86,0.29,0.98,3.08,0.05,2.02,8.93,2.2,6.82,12.82,0.19,55.15,1.02,1.05
FBgn0267726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267728,0.0,0.05,0.0,0.0,0.0,0.25,0.0,0.0,0.0,3.68,0.32,0.69,1.49,0.8
FBgn0267729,0.0,0.0,0.18,3.24,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.99,0.53
FBgn0267730,0.04,0.0,0.3,0.0,0.0,1.35,8.62,0.0,2.93,1.6,0.0,0.77,0.8,0.41
FBgn0267731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,1.05,0.0,0.0,0.16,0.14
FBgn0267732,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,19.83,0.0,3.05,2.5
FBgn0267733,0.16,0.55,1.69,10.04,0.25,2.61,1.31,1.11,0.08,0.54,2.03,0.57,4.58,4.33
FBgn0267734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0
FBgn0267735,15.93,1.12,0.19,0.04,4.87,0.27,0.99,0.22,0.13,1.86,14.65,2.26,11.23,11.33
FBgn0267736,0.53,1.75,0.0,0.0,12.43,0.14,0.09,0.0,0.0,0.5,0.0,0.0,0.68,1.3
FBgn0267737,0.58,0.35,0.0,0.7,0.11,0.62,0.0,0.0,0.24,0.58,1.32,0.11,1.44,1.7
FBgn0267738,2.63,3.14,1.09,0.47,0.06,4.77,5.25,0.05,0.1,4.4,1.0,0.0,1.21,1.0
FBgn0267739,0.0,0.0,0.0,0.0,0.32,4.36,0.0,0.0,0.62,5.37,0.0,0.0,0.22,0.08
FBgn0267740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
FBgn0267741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267742,0.59,0.0,0.16,0.02,0.0,0.0,0.77,0.06,0.12,1.05,0.17,0.0,0.45,0.39
FBgn0267743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.17
FBgn0267744,0.0,0.0,0.0,0.0,24.03,21.22,0.0,0.0,1.49,8.25,0.11,0.0,3.89,2.98
FBgn0267745,0.0,0.0,0.0,0.0,0.0,0.0,4.08,0.0,0.0,0.0,0.0,0.0,0.08,0.13
FBgn0267746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87,1.84
FBgn0267747,0.0,0.0,0.0,0.0,0.89,1.81,0.0,0.0,0.0,0.0,0.76,0.0,1.23,0.35
FBgn0267748,0.0,0.0,0.49,0.0,0.0,0.36,0.83,0.0,0.0,0.0,0.0,0.0,4.41,5.66
FBgn0267749,0.23,1.92,3.18,0.28,0.0,8.78,14.17,0.0,0.0,0.0,0.0,0.0,10.23,6.75
FBgn0267750,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
FBgn0267751,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,7.53,0.03,8.08,0.0,0.4,0.26
FBgn0267752,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.28,0.0,0.49,0.24
FBgn0267753,0.0,0.57,0.0,0.02,0.0,0.03,0.0,0.0,0.33,0.75,0.02,0.02,0.48,0.58
FBgn0267754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.47
FBgn0267755,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0
FBgn0267756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.09
FBgn0267757,2.01,1.31,1.68,16.51,2.71,0.0,1.98,0.0,1.91,4.56,1.05,0.36,7.29,6.57
FBgn0267758,0.0,0.0,0.0,0.0,0.19,0.41,0.43,0.0,0.58,2.03,0.0,0.0,0.2,0.07
FBgn0267759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.39
FBgn0267760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.71,0.0,0.0,0.68,0.85
FBgn0267761,0.0,0.0,0.0,0.06,0.12,0.0,0.0,0.0,0.32,0.83,2.6,0.0,0.22,0.11
FBgn0267762,0.0,0.0,0.03,0.11,14.11,0.0,0.0,0.0,0.0,1.39,0.81,0.1,0.69,0.79
FBgn0267763,0.0,0.0,6.82,0.91,4.82,0.08,0.0,0.0,9.35,0.0,4.61,3.18,9.13,12.05
FBgn0267764,0.0,0.0,1.13,3.12,1.01,0.0,6.74,0.0,8.02,3.7,6.75,0.0,4.77,4.79
FBgn0267765,0.06,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0
FBgn0267766,0.0,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69
FBgn0267768,0.0,0.0,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267769,0.0,0.52,0.0,0.06,0.0,2.15,0.0,37.82,0.0,1.93,0.12,0.0,1.66,2.98
FBgn0267770,0.0,3.36,0.0,0.0,0.0,0.43,0.0,0.0,2.1,1.11,2.88,0.0,0.0,0.26
FBgn0267771,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,1.74
FBgn0267772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.19
FBgn0267773,9.12,1.89,8.91,0.0,0.0,6.3,0.0,13.94,23.74,0.09,0.0,0.0,0.88,2.31
FBgn0267774,0.0,1.58,9.88,0.0,0.0,0.4,0.0,0.0,0.0,6.46,0.14,0.0,0.3,0.58
FBgn0267775,1.92,23.73,14.02,34.88,3.11,15.46,0.0,0.0,0.0,3.45,9.84,28.19,9.05,6.51
FBgn0267776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.51,0.21
FBgn0267777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.18
FBgn0267778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,0.0,0.0
FBgn0267779,0.0,0.29,0.88,0.0,0.0,0.05,0.4,20.56,0.0,0.0,2.31,0.0,3.75,2.48
FBgn0267780,0.0,0.0,0.0,0.34,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.06,0.57,0.78
FBgn0267781,0.0,0.0,4.17,4.66,0.0,0.0,0.99,0.0,0.08,0.45,0.0,0.87,6.42,4.91
FBgn0267782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.15
FBgn0267783,0.0,0.0,0.0,0.04,0.0,0.0,0.53,0.0,0.0,5.9,0.0,0.0,1.01,0.4
FBgn0267785,0.0,0.49,0.64,0.0,35.94,0.52,0.0,9.85,17.54,0.2,0.17,0.0,1.01,4.67
FBgn0267786,16.66,3.8,17.49,9.78,20.55,124.97,13.24,33.79,15.2,13.34,6.77,155.82,15.11,14.1
FBgn0267787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.54
FBgn0267788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35
FBgn0267789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267790,12.7,12.65,40.17,25.82,18.64,5.81,16.42,0.07,5.87,33.9,12.78,17.83,32.68,30.73
FBgn0267791,26.2,10.65,7.32,41.01,5.85,53.8,7.87,26.42,10.19,5.15,25.35,0.62,29.79,32.17
FBgn0267792,0.0,0.0,0.0,0.0,0.59,10.02,0.0,0.19,0.01,0.0,11.96,15.38,1.3,1.09
FBgn0267793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.05,0.85,0.0,0.0,0.36,0.34
FBgn0267794,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.34
FBgn0267795,2.63,4.91,0.96,3.1,6.44,3.33,2.4,0.34,0.54,2.48,3.29,1.13,9.42,9.23
FBgn0267796,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.22,2.74,1.5,0.91
FBgn0267797,0.0,4.92,0.34,0.31,0.92,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.98,0.59
FBgn0267798,0.0,1.18,1.29,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,2.97,3.05
FBgn0267799,0.0,0.51,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,3.35
FBgn0267800,0.35,14.41,87.88,0.14,9.35,115.06,0.0,52.95,0.04,0.13,0.14,0.28,13.17,9.51
FBgn0267801,0.31,3.3,4.24,5.26,1.05,10.03,0.0,0.0,0.0,0.0,0.13,0.72,15.61,11.36
FBgn0267802,4.36,7.17,19.38,35.91,0.76,2.18,25.63,5.15,4.28,15.17,1.66,30.75,8.95,9.3
FBgn0267803,0.0,0.0,0.0,0.13,0.0,0.01,0.0,0.0,0.02,0.46,1.05,0.0,1.17,0.63
FBgn0267804,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.58
FBgn0267805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.46
FBgn0267806,13.92,21.35,20.98,4.32,0.0,0.0,0.87,0.0,0.0,8.8,1.27,2.92,11.98,7.9
FBgn0267807,0.81,0.16,30.78,0.6,0.0,0.0,0.0,0.0,0.06,7.5,0.98,0.16,4.61,5.01
FBgn0267808,16.48,42.55,40.51,0.2,28.31,8.92,0.0,0.14,3.92,8.2,5.68,0.0,22.48,17.87
FBgn0267809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.55,0.12,0.0,0.0,0.0,0.16
FBgn0267810,0.32,0.12,2.73,0.0,0.0,0.02,0.0,0.16,0.05,0.22,0.01,0.04,0.95,1.05
FBgn0267811,0.45,0.0,0.0,8.35,0.0,1.69,0.0,0.0,0.0,0.04,0.0,0.03,2.14,0.95
FBgn0267812,1.3,1.42,0.12,13.35,0.11,0.81,0.75,128.7,1.27,0.34,0.0,1.05,6.61,4.98
FBgn0267813,0.0,0.06,1.52,0.0,0.0,0.0,0.0,0.0,2.42,0.18,0.15,0.0,0.33,0.0
FBgn0267814,0.0,0.0,0.0,0.0,0.0,0.0,0.77,3.03,1.14,1.18,0.0,0.96,0.19,0.0
FBgn0267815,0.3,0.0,0.11,1.53,0.92,0.28,0.13,6.06,4.19,8.54,0.04,0.5,1.24,0.57
FBgn0267816,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,5.45,6.11
FBgn0267817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.17
FBgn0267818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.19
FBgn0267819,0.0,27.02,2.4,0.0,0.07,3.44,0.0,0.0,0.72,0.11,0.35,0.0,7.79,3.72
FBgn0267820,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.0,18.35,0.51,0.0,0.08,2.92,4.1
FBgn0267821,2.41,17.97,10.3,16.87,7.07,19.36,5.64,5.84,11.73,12.45,18.14,6.69,23.17,24.5
FBgn0267823,0.0,0.0,1.05,0.0,0.0,0.0,3.71,0.0,0.0,0.53,0.0,0.0,0.88,1.16
FBgn0267824,3.16,7.98,0.56,0.69,2.94,5.55,1.23,0.09,4.04,0.4,0.82,4.73,4.57,5.36
FBgn0267826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.69
FBgn0267827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.12
FBgn0267828,0.72,0.33,2.49,0.71,0.74,1.42,3.97,11.07,21.19,2.81,3.32,1.11,4.86,5.71
FBgn0267849,0.05,16.18,6.15,2.82,6.37,0.15,0.11,1.37,7.38,1.15,0.28,0.02,7.73,7.62
FBgn0267861,31.48,25.63,29.35,12.72,13.77,21.53,14.95,13.32,27.69,38.84,41.66,4.65,53.95,53.54
FBgn0267862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,1.08
FBgn0267866,0.57,10.72,0.45,0.12,2.41,11.17,15.31,0.91,6.59,36.57,1.85,0.81,10.78,7.48
FBgn0267867,0.57,10.72,0.45,0.12,2.41,11.17,15.31,0.91,6.59,36.57,1.85,0.81,10.78,7.48
FBgn0267868,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
FBgn0267869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBgn0267895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
