gene_id	transcript_id(s)	length	Sample_20_5_7	Sample_20_5_8	Sample_20_6_1	Sample_20_6_2	Sample_20_6_3	Sample_20_6_4	current_symbol	FBgn	full_name	primaryID	GO_terms
FBgn0016660	FBtr0079076,FBtr0343225	2771.5	0.0	0.0	0.0	0.0	0.0	0.0	H15	FBgn0016660	H15		GO:0007507,GO:0001708,GO:0000977,GO:0045944,GO:0000122,GO:0035050,GO:0030381,GO:0003015,GO:0035223,GO:0001102,GO:0001228,GO:0042684,GO:0005634,GO:0042659
FBgn0016672	FBtr0082865	1402.0	0.12	8.81	5.05	2.54	0.67	0.2	Ipp	FBgn0016672	Inositol polyphosphate 1-phosphatase	FBgn0024890,FBgn0066012	GO:0046854,GO:0005575,GO:0004441,GO:0046855,GO:0007268
FBgn0016675	FBtr0081201,FBtr0302360	730.5	0.0	0.0	0.0	4.97	0.0	0.0	Lectin-galC1	FBgn0016675	Galactose-specific C-type lectin		GO:0043152,GO:0005576,GO:0016339,GO:0005534
FBgn0016684	FBtr0087463,FBtr0329884	2289.0	0.0	3.22	0.0	0.0	0.0	0.0	NaPi-T	FBgn0016684	Na[+]-dependent inorganic phosphate cotransporter		GO:0035435,GO:0015114,GO:0016021,GO:0006820,GO:0022857
FBgn0016685	FBtr0085552,FBtr0334701	914.0	27.16	6.0	2.47	5.17	38.48	2.61	Nlp	FBgn0016685	Nucleoplasmin	FBgn0016133	GO:0005737,GO:0035041,GO:0005654,GO:0042393,GO:0005730,GO:0006338,GO:0005705,GO:0003682,GO:0003723,GO:0005634
FBgn0016687	FBtr0072343,FBtr0273253,FBtr0305985	1201.0	0.0	3.69	0.43	1.01	2.26	0.5	Nurf-38	FBgn0016687	Nucleosome remodeling factor - 38kD	FBgn0021828	GO:0005737,GO:0006796,GO:0016589,GO:0000287,GO:0004427,GO:0045893,GO:0042766,GO:0006338,GO:0035076,GO:0070615,GO:0035206,GO:0005634
FBgn0016691	FBtr0083063	802.0	26.47	28.48	57.52	68.18	23.35	10.18	ATPsynO	FBgn0016691	ATP synthase, oligomycin sensitivity conferring protein		GO:0046933,GO:0000274,GO:0005739,GO:0042776,GO:1902600
FBgn0016693	FBtr0082654,FBtr0082655	2679.0	4.93	1.4	0.0	3.75	0.3	1.06	Past1	FBgn0016693	Putative Achaete Scute Target 1		GO:0007474,GO:0045466,GO:0060271,GO:0005769,GO:0071212,GO:0048477,GO:0016197,GO:0043231,GO:1990255,GO:0007291,GO:0005509,GO:0055038,GO:0048471,GO:0030139,GO:0005525,GO:0048052,GO:0006897,GO:0072659,GO:0008587,GO:0032456
FBgn0016694	FBtr0076775,FBtr0076776,FBtr0076777,FBtr0076780,FBtr0076782,FBtr0300499,FBtr0300500,FBtr0306535,FBtr0332080,FBtr0332081,FBtr0332082,FBtr0332083,FBtr0346536	5674.52	34.33	23.48	12.32	35.09	26.3	29.99	Pdp1	FBgn0016694	PAR-domain protein 1	FBgn0035820,FBgn0044667	GO:0019216,GO:0000977,GO:0045893,GO:0043565,GO:0007623,GO:0003700,GO:0001228,GO:0006357,GO:0005634
FBgn0016696	FBtr0078247,FBtr0078250,FBtr0304935,FBtr0304936,FBtr0331523	3724.38	13.58	11.21	14.61	10.0	37.43	8.46	Pitslre	FBgn0016696	Pitslre	FBgn0013968	GO:0004693,GO:0002225,GO:0045752,GO:0010468,GO:0005524,GO:0004674,GO:0007346,GO:0006468,GO:0005634
FBgn0016697	FBtr0086910,FBtr0086911	878.5	0.0	4.37	4.17	10.37	0.0	0.34	Prosalpha5	FBgn0016697	Proteasome alpha5 subunit		GO:0005737,GO:0019773,GO:0000502,GO:0010499,GO:0004175,GO:0010498,GO:0005634,GO:0004298,GO:0005839,GO:0043161
FBgn0016698	FBtr0077589	1393.0	0.0	0.66	0.58	3.17	0.0	0.0	Ptpa	FBgn0016698	Phosphotyrosyl phosphatase activator		GO:0008160,GO:0005737,GO:0045175,GO:0000159,GO:0007052,GO:0003755,GO:1904785,GO:0005634
FBgn0016701	FBtr0086829,FBtr0086830	1316.0	14.75	1.35	2.19	33.69	32.84	3.27	Rab4	FBgn0016701	Rab4		GO:0043025,GO:0003924,GO:0007299,GO:0005886,GO:0031982,GO:0005515,GO:0055037,GO:0006886,GO:0005768,GO:0005525,GO:0030100,GO:0016192,GO:0012505,GO:0032482,GO:0006897,GO:0045202
FBgn0016715	FBtr0072561	883.0	0.0	0.0	0.0	0.0	0.0	0.0	Reg-2	FBgn0016715	Rhythmically expressed gene 2		GO:0016787
FBgn0016726	FBtr0071592,FBtr0071593,FBtr0305669	314.7	7.96	9.75	7.14	47.98	16.14	0.0	RpL29	FBgn0016726	Ribosomal protein L29	FBgn0025285,FBgn0025305,FBgn0061374	GO:0003735,GO:0002181,GO:0003682,GO:0022625
FBgn0016754	FBtr0112888,FBtr0112889,FBtr0308562,FBtr0308563,FBtr0308564,FBtr0330380,FBtr0335206	5489.04	24.11	15.0	5.44	16.91	2.21	7.77	sba	FBgn0016754	six-banded		GO:0010369,GO:0003677,GO:0003682,GO:0005634
FBgn0016756	FBtr0077095,FBtr0077096,FBtr0306259	5388.24	7.28	3.44	3.16	14.63	2.55	7.41	Usp47	FBgn0016756	Ubiquitin specific protease 47	FBgn0013225,FBgn0047212	GO:0045874,GO:0045742,GO:0090263,GO:0004197,GO:0031935,GO:0042675,GO:0032435,GO:0016579,GO:0004843,GO:0046628,GO:0005829,GO:0005634,GO:0070374,GO:0050821
FBgn0016762	FBtr0072083	1230.0	1.1	0.0	0.0	0.0	0.0	0.0	angel	FBgn0016762	angel		GO:0008150,GO:0000175,GO:0005575
FBgn0016794	FBtr0072926,FBtr0072927	3513.52	15.33	2.02	1.71	6.86	3.43	0.83	dos	FBgn0016794	daughter of sevenless		GO:0005737,GO:0008293,GO:0007465,GO:0042461,GO:0008595,GO:0005886,GO:0045500,GO:0005515,GO:0046578,GO:0042169
FBgn0016797	FBtr0075028,FBtr0075029,FBtr0112890,FBtr0299586,FBtr0330194,FBtr0330195,FBtr0332735	5381.13	4.46	1.68	11.61	20.62	13.87	42.29	fz2	FBgn0016797	frizzled 2		GO:0031290,GO:0017147,GO:0005887,GO:0042813,GO:0005769,GO:0042685,GO:0048665,GO:0060070,GO:0016055,GO:0048675,GO:0005770,GO:0035293,GO:0005886,GO:0008585,GO:0016477,GO:0060250,GO:0007494,GO:0016201,GO:0004888,GO:0007367,GO:0007411,GO:0008045,GO:0016021,GO:0030165,GO:0050808,GO:0035206,GO:0005634,GO:0008587,GO:0007435
FBgn0016917	FBtr0089484,FBtr0089485,FBtr0089486,FBtr0089487,FBtr0100457,FBtr0334581,FBtr0334582,FBtr0334583,FBtr0334584,FBtr0334585,FBtr0334586	3527.11	21.15	16.99	4.85	22.84	35.9	16.93	Stat92E	FBgn0016917	Signal-transducer and activator of transcription protein at 92E	FBgn0010885,FBgn0011396,FBgn0015512	GO:0030713,GO:0007298,GO:0000978,GO:0030720,GO:0045944,GO:0035167,GO:0008348,GO:0098592,GO:0042393,GO:0007399,GO:0003677,GO:0048477,GO:0005126,GO:0043697,GO:0031453,GO:0048542,GO:0007526,GO:0006952,GO:0071481,GO:0007455,GO:0007259,GO:0042127,GO:0007350,GO:0071222,GO:0007442,GO:0007538,GO:0005515,GO:0019827,GO:0001228,GO:0007616,GO:0007472,GO:0005829,GO:0017145,GO:0030718,GO:0005634,GO:2000737,GO:0007424,GO:0007379,GO:0002230,GO:0008284
FBgn0016919	FBtr0301173,FBtr0340651	2718.5	0.0	0.0	0.0	0.0	0.26	0.0	nompB	FBgn0016919	no mechanoreceptor potential B	FBgn0032950,FBgn0032951,FBgn0032952,FBgn0032953	GO:0060271,GO:0008104,GO:0005929,GO:0036064,GO:0097730,GO:0030990,GO:0097546,GO:0030992,GO:0042073,GO:1905515,GO:0019894,GO:0005814,GO:0007605
FBgn0016920	FBtr0300012,FBtr0304843,FBtr0343224,FBtr0347408,FBtr0347409	6531.8	0.0	0.07	0.0	0.0	0.0	0.0	nompC	FBgn0016920	no mechanoreceptor potential C	FBgn0001928,FBgn0031704,FBgn0031705	GO:0030425,GO:0043025,GO:0005216,GO:0005929,GO:0034703,GO:0050976,GO:0040011,GO:0050954,GO:0071260,GO:0030506,GO:0001964,GO:0010996,GO:0006812,GO:0006816,GO:0050974,GO:0007638,GO:0070588,GO:0050975,GO:0044214,GO:0008381,GO:0005261,GO:0007605,GO:0005262
FBgn0016926	FBtr0077987,FBtr0077988,FBtr0332272	1980.0	6.86	2.87	3.18	9.7	15.93	5.08	Pino	FBgn0016926	Pinocchio	FBgn0031303,FBgn0062225	GO:0042048
FBgn0016930	FBtr0089288,FBtr0089289,FBtr0089290,FBtr0100447,FBtr0100448,FBtr0329933,FBtr0336949	4262.98	55.16	32.1	11.59	21.65	6.09	16.87	Dyrk2	FBgn0016930	Dual-specificity tyrosine phosphorylation-regulated kinase 2	FBgn0027884	GO:0005737,GO:0018105,GO:0042048,GO:0005524,GO:0007608,GO:0004674,GO:0005856,GO:0006468,GO:0018107,GO:0009416,GO:0005829,GO:0005634,GO:0030177
FBgn0016970	FBtr0088505	820.0	0.0	0.0	1.71	0.0	14.54	0.0	l(2)k10201	FBgn0016970	lethal (2) k10201	FBgn0033409,FBgn0033410	GO:0003676,GO:0007275
FBgn0016974	FBtr0070923,FBtr0334014	1487.0	0.06	0.0	0.0	0.13	0.0	0.0	swaPsi	FBgn0016974	swallow pseudogene	FBgn0052747	
FBgn0016975	FBtr0302020,FBtr0302021,FBtr0344111,FBtr0344466	8286.3	47.82	25.84	37.02	67.16	33.97	40.85	stnB	FBgn0016975	stoned B	FBgn0003533,FBgn0058306,FBgn0063778	GO:0099504,GO:0030136,GO:0008021,GO:0048489,GO:0035615,GO:0043231,GO:0031410,GO:1900242,GO:0097110,GO:0005515,GO:0048788,GO:0030139,GO:0048786,GO:0030100,GO:0016192,GO:0016021,GO:0048488,GO:0007268
FBgn0016976	FBtr0301618,FBtr0301619,FBtr0344112,FBtr0344465	8286.3	47.82	25.84	37.02	67.16	33.97	40.85	stnA	FBgn0016976	stoned A	FBgn0003533,FBgn0058306,FBgn0063778	GO:0008021,GO:0048489,GO:0005515,GO:0030139,GO:0048488
FBgn0016977	FBtr0078121,FBtr0078122,FBtr0078123,FBtr0306341,FBtr0330652,FBtr0330653,FBtr0332336,FBtr0332337	19621.08	54.31	53.16	48.11	82.95	55.74	79.37	spen	FBgn0016977	split ends	FBgn0010537,FBgn0016056,FBgn0016624,FBgn0022059,FBgn0022080,FBgn0022115,FBgn0026182,FBgn0031230,FBgn0040065,FBgn0047291	GO:0007400,GO:0035222,GO:0090263,GO:0007422,GO:0048106,GO:0008586,GO:0048749,GO:0003676,GO:0007173,GO:0007411,GO:0007403,GO:0035321,GO:0006355,GO:0050832,GO:0005634,GO:0007379
FBgn0016978	FBtr0079355,FBtr0331375	2948.0	6.61	1.9	3.21	2.84	1.1	2.31	snRNP-U1-70K	FBgn0016978	small ribonucleoprotein particle U1 subunit 70K	FBgn0003458,FBgn0010508	GO:0005685,GO:0000381,GO:0003729,GO:0016607,GO:0017069,GO:0048477,GO:0005681,GO:0071013,GO:0030619,GO:0005515,GO:0071011,GO:0000398,GO:0071004,GO:0003723,GO:0007283,GO:0043484,GO:0005634,GO:0048025
FBgn0016983	FBtr0076851,FBtr0301611,FBtr0331849,FBtr0331850,FBtr0333404	3080.0	2.31	0.03	3.03	11.34	12.45	1.08	smid	FBgn0016983	smallminded	FBgn0011034,FBgn0011393,FBgn0011406,FBgn0024837	GO:0051973,GO:0005524,GO:0042254,GO:1990275,GO:0016887,GO:0005634
FBgn0016984	FBtr0071563,FBtr0342801,FBtr0344196	3300.33	0.0	0.0	0.0	0.39	0.0	0.0	sktl	FBgn0016984	skittles	FBgn0010601,FBgn0015387	GO:0071711,GO:0007286,GO:0046488,GO:0033128,GO:0016308,GO:0030866,GO:0005886,GO:0035323,GO:0016324,GO:0005938,GO:0005700,GO:0000145,GO:0005515,GO:0030010,GO:0034613,GO:0007310,GO:0008103
FBgn0017414	FBtr0088239,FBtr0331937	1033.82	9.21	5.88	1.16	1.73	0.0	52.45	cag	FBgn0017414	cag		GO:0003677,GO:0005634
FBgn0017418	FBtr0089506,FBtr0089507,FBtr0089508,FBtr0306057,FBtr0332850,FBtr0332851	4382.1	22.62	7.08	12.32	27.01	5.96	6.58	ari-1	FBgn0017418	ariadne 1	FBgn0014203	GO:0032436,GO:0005737,GO:0031624,GO:0000151,GO:0048477,GO:0006511,GO:0006513,GO:0007029,GO:0000209,GO:0061630,GO:0016567,GO:1901800,GO:0005829,GO:0008270,GO:0005634,GO:0046872,GO:0050769
FBgn0017424	FBtr0347179	2386.0	0.0	0.0	0.0	0.0	0.0	0.0	asRNA:CR11538	FBgn0017424	antisense RNA:CR11538	FBgn0036252	
FBgn0017429	FBtr0076649,FBtr0330166,FBtr0333114	1561.0	0.65	2.71	0.0	0.47	0.0	8.1	CG5989	FBgn0017429			GO:0043022
FBgn0017430	FBtr0076650	1227.0	3.66	1.95	0.0	1.09	0.0	0.0	Nelf-E	FBgn0017430	Negative elongation factor E		GO:0034244,GO:0003729,GO:0045944,GO:0000122,GO:0017053,GO:0003723,GO:0005634,GO:0032785,GO:0032021,GO:0008023
FBgn0017448	FBtr0085861,FBtr0303376	2021.0	4.68	0.04	0.0	0.0	0.27	0.0	CG2187	FBgn0017448			GO:0016020,GO:0015293,GO:0006814,GO:0055085
FBgn0017456	FBtr0081552	637.0	0.0	0.0	0.0	0.0	0.0	0.0	Ubc84D	FBgn0017456	Ubiquitin conjugating enzyme 84D		GO:0031625,GO:0000151,GO:0006511,GO:0004842,GO:0000209,GO:0061631,GO:0005634
FBgn0017457	FBtr0078133,FBtr0333408	1261.0	0.07	0.14	6.99	0.53	0.0	0.0	U2af38	FBgn0017457	U2 small nuclear riboprotein auxiliary factor 38	FBgn0010626	GO:0089701,GO:0000381,GO:0003729,GO:0008187,GO:0005681,GO:0071011,GO:0000398,GO:0008380,GO:0030628,GO:0005634,GO:0046872
FBgn0017482	FBtr0071848	1959.0	0.46	0.0	0.0	0.0	0.0	0.0	T3dh	FBgn0017482	Type III alcohol dehydrogenase		GO:0055114,GO:0005739,GO:0006539,GO:0047988,GO:0004022,GO:0046872
FBgn0017545	FBtr0089175,FBtr0089176,FBtr0308296	913.13	47.78	25.83	28.98	42.55	54.03	86.49	RpS3A	FBgn0017545	Ribosomal protein S3A	FBgn0002630,FBgn0013757	GO:0003735,GO:0002181,GO:0006412,GO:0005840,GO:0005829,GO:0022627
FBgn0017550	FBtr0078741,FBtr0078742,FBtr0345140	2816.0	2.8	1.71	4.2	3.1	4.0	0.22	Rga	FBgn0017550	Regena	FBgn0010819	GO:0005737,GO:2000036,GO:0030015,GO:0030014,GO:0006402,GO:0036099,GO:0000932,GO:0017148,GO:0005515,GO:0006355,GO:0000289,GO:0004535,GO:0005634
FBgn0017551	FBtr0079342	1552.0	3.26	0.0	5.27	0.6	0.3	0.12	Rca1	FBgn0017551	Regulator of cyclin A1		GO:0019005,GO:0007088,GO:1904667,GO:0045835,GO:0000082,GO:0031146,GO:0005634
FBgn0017556	FBtr0072350,FBtr0343481	1211.5	0.0	0.0	0.0	0.0	0.0	0.0	Prosalpha4T2	FBgn0017556	Proteasome alpha4 subunit, Testis-specific 2		GO:0005737,GO:0019773,GO:0010499,GO:0004175,GO:0010498,GO:0005634,GO:0004298,GO:0005839,GO:0043161
FBgn0017558	FBtr0088508,FBtr0112892,FBtr0306807,FBtr0333004	2192.39	8.94	11.22	0.48	7.85	2.69	4.04	Pdk	FBgn0017558	Pyruvate dehydrogenase kinase	FBgn0062465	GO:0042593,GO:0004672,GO:0005759,GO:1904183,GO:0005739,GO:0004674,GO:0004740,GO:0006090
FBgn0017561	FBtr0073404,FBtr0073405,FBtr0343584,FBtr0346304	4130.25	0.0	0.0	0.0	0.0	0.0	0.0	Ork1	FBgn0017561	Open rectifier K[+] channel 1	FBgn0046859,FBgn0046860,FBgn0046861	GO:0005887,GO:0045475,GO:0030322,GO:0005886,GO:0042803,GO:0071805,GO:0022841,GO:0016021,GO:0034705,GO:0002027
FBgn0017566	FBtr0071180,FBtr0071181	2543.0	12.12	4.06	16.72	9.4	3.07	0.07	ND-75	FBgn0017566	NADH dehydrogenase (ubiquinone) 75 kDa subunit		GO:0005747,GO:0008137,GO:0009055,GO:0003954,GO:0005739,GO:0042773,GO:0051539,GO:0072593,GO:0045333
FBgn0017567	FBtr0083191	819.0	65.05	1.8	10.83	2.14	1.12	3.35	ND-23	FBgn0017567	NADH dehydrogenase (ubiquinone) 23 kDa subunit	FBgn0038370	GO:0005747,GO:0003954,GO:0006120,GO:0005739,GO:0051539,GO:0032981,GO:0009060,GO:0042775
FBgn0017572	FBtr0075358,FBtr0331560	2124.37	16.96	15.78	3.2	4.51	9.46	1.97	Mo25	FBgn0017572	Mo25	FBgn0010713	GO:0005737,GO:0043539,GO:0035556,GO:0005634
FBgn0017577	FBtr0082279	2452.0	0.0	0.0	0.0	0.0	0.94	0.83	Mcm5	FBgn0017577	Minichromosome maintenance 5		GO:0042023,GO:0000712,GO:0043138,GO:0003688,GO:0005524,GO:0051321,GO:0000727,GO:0003697,GO:0042555,GO:0030261,GO:0006270,GO:0005634,GO:0006267
FBgn0017578	FBtr0075018,FBtr0310276,FBtr0345391	995.0	1.44	9.96	0.53	45.59	14.59	0.0	Max	FBgn0017578	Max		GO:0071339,GO:0045944,GO:0000122,GO:0003700,GO:0006355,GO:0046982,GO:0090575,GO:0005634
FBgn0017579	FBtr0076633	619.0	38.49	1.93	5.8	49.11	0.17	2.65	RpL14	FBgn0017579	Ribosomal protein L14	FBgn0025288,FBgn0025308	GO:0003735,GO:0042273,GO:0002181,GO:0006412,GO:0022626,GO:0043524,GO:0003723,GO:0022625
FBgn0017581	FBtr0082534,FBtr0082535	5884.63	47.71	35.84	20.82	65.11	15.92	23.76	Lk6	FBgn0017581	Lk6 kinase	FBgn0037945,FBgn0037946,FBgn0046349	GO:0005737,GO:0004672,GO:0046777,GO:0018105,GO:0033138,GO:0005524,GO:0005516,GO:0004674,GO:0005874,GO:0040008,GO:0016301,GO:0006468,GO:0005635,GO:0035556,GO:0051019,GO:0005829,GO:0007017,GO:0005634,GO:0005813,GO:0009931
FBgn0017590	FBtr0084337	4052.0	13.57	14.24	31.12	30.63	13.02	12.36	klg	FBgn0017590	klingon	FBgn0011803,FBgn0015947	GO:0045466,GO:0043025,GO:0007465,GO:0008046,GO:0007156,GO:0019897,GO:0005886,GO:0048149,GO:0030424,GO:0007615,GO:0007616,GO:0050808
FBgn0019624	FBtr0082473,FBtr0082474,FBtr0334890,FBtr0347553	648.29	100.38	25.85	68.75	109.56	120.74	13.84	COX5A	FBgn0019624	Cytochrome c oxidase subunit 5A	FBgn0023019	GO:0006123,GO:0004129,GO:0005739,GO:0045787,GO:0005751
FBgn0019637	FBtr0078704	2351.0	0.0	0.0	2.72	0.0	0.0	5.53	Atu	FBgn0019637	Another transcription unit	FBgn0011015	GO:0016593,GO:0016570,GO:0032968,GO:1990269,GO:0035206,GO:0005634
FBgn0019643	FBtr0072254,FBtr0072255	1276.49	37.01	5.71	9.63	13.2	13.1	0.96	AANAT1	FBgn0019643	Arylalkylamine N-acetyltransferase 1	FBgn0000418	GO:0005737,GO:0008080,GO:0045187,GO:0006584,GO:0004059,GO:0030431,GO:0004060,GO:0048066,GO:0042420,GO:0046334,GO:0042429
FBgn0019644	FBtr0076405	918.0	19.37	16.43	12.14	45.27	58.12	44.09	ATPsynB	FBgn0019644	ATP synthase, subunit B		GO:0015078,GO:0000274,GO:0000276,GO:0005739,GO:0015986,GO:1902600
FBgn0019650	FBtr0089185,FBtr0339509,FBtr0479793	3919.28	5.47	0.32	65.92	118.94	2.05	15.27	toy	FBgn0019650	twin of eyeless	FBgn0004523	GO:0000977,GO:0045944,GO:0048854,GO:0048749,GO:0000981,GO:0008056,GO:0035214,GO:0016319,GO:0010628,GO:0006357
FBgn0019660	FBtr0073514,FBtr0073515,FBtr0308845,FBtr0308846,FBtr0343985,FBtr0343986	733.17	0.0	0.0	0.0	0.0	0.0	0.0	lncRNA:roX2	FBgn0019660	long non-coding RNA on the X 2	FBgn0052665	GO:0000805,GO:0016457,GO:0005515,GO:0031936,GO:0007549,GO:0009047,GO:0016456,GO:0035613,GO:0072487
FBgn0019661	FBtr0070634,FBtr0070635,FBtr0337066,FBtr0337067,FBtr0345714	4041.59	0.25	0.25	0.61	0.1	0.0	0.0	lncRNA:roX1	FBgn0019661	long non-coding RNA on the X 1	FBgn0015564,FBgn0052777,FBgn0063259	GO:0000805,GO:0016457,GO:0031936,GO:0007549,GO:0009047,GO:0016456,GO:0072487
FBgn0019662	FBtr0076846,FBtr0302045,FBtr0332729	2542.13	8.2	6.69	0.46	7.13	2.01	2.5	qm	FBgn0019662	quemao		GO:0004659,GO:0008354,GO:0008299,GO:0048477,GO:0005739,GO:0035050,GO:0004311
FBgn0019686	FBtr0081328,FBtr0081329,FBtr0081330,FBtr0306234	2202.25	0.0	0.0	0.0	0.0	0.04	0.0	lok	FBgn0019686	loki		GO:0071481,GO:0050321,GO:0005737,GO:0004672,GO:0006282,GO:0000077,GO:0006468,GO:0006915,GO:0007281,GO:0042770,GO:0045944,GO:0006919,GO:0072332,GO:0005524,GO:0044773,GO:0051091,GO:0035234,GO:0006974,GO:0008630,GO:0005634,GO:0071480,GO:0030717,GO:0004674
FBgn0019809	FBtr0079837	2328.0	0.0	0.0	0.0	0.0	0.0	0.0	gcm2	FBgn0019809	gcm2	FBgn0032133	GO:0042690,GO:0042387,GO:0003677,GO:0035165,GO:0042063,GO:0042386,GO:0048813,GO:0021782,GO:0003700,GO:0001228,GO:0006355,GO:0010001,GO:0030182,GO:0005634
FBgn0019828	FBtr0089741,FBtr0089742,FBtr0305962	1164.33	0.0	0.0	0.0	0.0	0.0	0.0	dj	FBgn0019828	don juan		GO:0016007,GO:0007291,GO:0005930,GO:0007283,GO:0031514,GO:0005634
FBgn0019830	FBtr0077731,FBtr0077734	1464.5	0.0	0.0	0.0	0.0	0.0	8.36	colt	FBgn0019830	congested-like trachea		GO:0006839,GO:0005743,GO:0006844,GO:0015879,GO:0005476,GO:0016021,GO:0003382,GO:0035002
FBgn0019890	FBtr0080561,FBtr0080562,FBtr0343669	4641.33	5.49	8.52	3.31	9.63	9.7	16.3	Smg5	FBgn0019890	Smg5 nonsense mediated mRNA decay factor	FBgn0027901	GO:0005737,GO:0042162,GO:0000184,GO:0005697,GO:0070034,GO:0032210,GO:0007004,GO:0016246,GO:0035195
FBgn0019925	FBtr0083117	1641.0	27.67	6.74	6.21	0.79	0.0	1.89	Surf4	FBgn0019925	Surfeit 4		GO:0012505,GO:0016021,GO:0045169
FBgn0019928	FBtr0087664	839.0	12.96	0.87	0.0	0.12	0.0	0.0	Ser8	FBgn0019928	Ser8	FBgn0033838	GO:0008236,GO:0006508,GO:0004252
FBgn0019929	FBtr0071387	1413.0	0.0	0.0	0.0	0.0	0.0	0.0	Ser7	FBgn0019929	Ser7	FBgn0030154	GO:0008236,GO:0006508,GO:0004252
FBgn0019932	FBtr0079994	1224.0	19.44	30.33	5.5	2.03	11.71	0.0	SamDC	FBgn0019932	S-adenosylmethionine decarboxylase	FBgn0014220,FBgn0014221,FBgn0014222,FBgn0024936	GO:0050829,GO:0004014,GO:0006597,GO:0005829,GO:0008295
FBgn0019936	FBtr0083964	564.0	11.47	11.83	3.46	6.12	0.0	0.4	RpS20	FBgn0019936	Ribosomal protein S20	FBgn0025315,FBgn0025320,FBgn0025322	GO:0015935,GO:0003735,GO:0002181,GO:0006412,GO:0003723,GO:0022627
FBgn0019938	FBtr0087511	5078.0	0.35	0.11	0.36	2.81	1.08	0.0	RpI1	FBgn0019938	RNA polymerase I subunit		GO:0006360,GO:0005736,GO:0003899,GO:0003677,GO:0001054,GO:0008270
FBgn0019940	FBtr0480497	1407.0	0.0	0.0	0.0	0.0	0.0	0.0	Rh6	FBgn0019940	Rhodopsin 6		GO:0043052,GO:0007601,GO:0005887,GO:0043153,GO:0016028,GO:0000122,GO:0071482,GO:0008020,GO:0007602,GO:0016021,GO:0007186,GO:0007605
FBgn0019949	FBtr0071937	1476.0	0.23	0.0	21.99	0.06	0.0	0.0	Cdk9	FBgn0019949	Cyclin-dependent kinase 9		GO:0005703,GO:0070816,GO:0004693,GO:0030332,GO:0000790,GO:0009408,GO:0008024,GO:0045944,GO:0005524,GO:0006351,GO:0032783,GO:0008134,GO:0005700,GO:0032968,GO:0006468,GO:0005694,GO:0000976,GO:0008353,GO:0006368,GO:0000307,GO:0005634,GO:0002230
FBgn0019952	FBtr0084599,FBtr0334870	2154.0	0.57	0.28	0.0	0.0	0.0	0.0	Orct	FBgn0019952	Organic cation transporter		GO:0006915,GO:0016021,GO:0055085,GO:0022857
FBgn0019957	FBtr0084172,FBtr0084173,FBtr0335194	1476.3	5.11	4.4	1.4	4.16	0.0	0.0	ND-42	FBgn0019957	NADH dehydrogenase (ubiquinone) 42 kDa subunit		GO:0005737,GO:0005747,GO:0008137,GO:0003954,GO:0006120,GO:0005739
FBgn0019960	FBtr0290271,FBtr0335199,FBtr0335200	2670.83	8.75	1.89	11.88	9.75	0.25	0.07	Mitofilin	FBgn0019960	Mitofilin		GO:0005737,GO:0061617,GO:0007005,GO:0005743,GO:0005739,GO:0042407,GO:0019901,GO:0070584,GO:0043008
FBgn0019968	FBtr0087357,FBtr0329955,FBtr0329956,FBtr0329957,FBtr0346265	8707.55	16.55	7.1	13.53	15.86	23.22	15.62	Khc-73	FBgn0019968	Kinesin heavy chain 73	FBgn0025191	GO:0035371,GO:0005769,GO:0005524,GO:0051294,GO:0042803,GO:0005874,GO:0016887,GO:0008017,GO:0003777,GO:0050803,GO:0005871,GO:0007018,GO:0072383,GO:0000235
FBgn0019972	FBtr0085482	1927.0	0.98	0.0	0.0	0.05	0.0	0.09	Drice	FBgn0019972	Death related ICE-like caspase		GO:0005737,GO:0035103,GO:0006915,GO:2001269,GO:0004197,GO:0045476,GO:0016322,GO:0046672,GO:0010623,GO:0005886,GO:0097153,GO:0097194,GO:0035070,GO:0043065,GO:0097200,GO:0006508,GO:1990525,GO:0005634,GO:0010165,GO:0048515,GO:0012501
FBgn0019982	FBtr0077453,FBtr0110812	984.0	1.83	0.0	8.85	0.1	0.0	0.0	Gs1l	FBgn0019982	GS1-like		GO:0016791,GO:0000287,GO:0042060
FBgn0019985	FBtr0089184,FBtr0332858,FBtr0332859,FBtr0344897	5348.19	6.14	8.17	0.03	3.27	28.72	34.65	mGluR	FBgn0019985	metabotropic Glutamate Receptor		GO:0007528,GO:0005887,GO:0051966,GO:0001641,GO:0072553,GO:0007216,GO:0005886,GO:0007612,GO:0008049,GO:0045121,GO:0008066,GO:0015485,GO:0007616,GO:0004930,GO:0016021,GO:0007614,GO:0016595,GO:0038038
FBgn0019990	FBtr0085787,FBtr0334551,FBtr0334552	5284.0	0.68	3.85	2.21	1.55	0.42	0.1	Gcn2	FBgn0019990	Gcn2		GO:0004672,GO:0000077,GO:0045793,GO:0005524,GO:0004694,GO:0010998,GO:0006468,GO:0005829
FBgn0020018	FBtr0084664	1655.0	0.0	0.0	0.0	0.72	0.0	1.21	Ppox	FBgn0020018	Protoporphyrinogen oxidase	FBgn0046768	GO:0031304,GO:0004729,GO:0005743,GO:0055114,GO:0005739,GO:0016491,GO:0006783
